nr;Hotelname;Adress;Zipcode;Place;Numberofrooms;Reviewtitle;Reviewtext;Reviewrating;Yearwrotereview
11780;Van der Valk Hotel Drachten;Lavendelheide 4, 9202 PD Drachten Nederland;9202 PD;Drachten; 90;Gastvrij en zeer vriendelijk;Bezoek was voor 1 nacht. Zeer vriendelijke receptioniste die snel het inchecken rond had. 1 persoonsnamen was prima.Heerlijk koel en koffie en thee zetmogelijkheden op de kamer. Badkamer was verzorgd en netjes.;5;2016
 8335;Waterpark Zwartkruis;Rijksstraatweg 80, 9257 DV Twijzelerheide Nederland;9257 DV;Twijzelerheide;NA;Mooi huis, geweldige locatie aan het water;We huurden met een grote groep een huis in het park. Het huis is echt heel leuk, met veel ruimte en alle nodige voorzieningen voor zoveel mensen. Schone kamers, badkamers en keuken. Je kunt een of twee auto's bij het huis hebben, dan zijn er extra parkeerplaatsen in de buurt..;5;2019
 8977;Oranje Hotel Leeuwarden;Stationsweg 4, 8911 AG Leeuwarden Nederland;8911 AG;Leeuwarden; 78;Gastvrij en vriendelijk hotel;Onze eerdere goede ervaringen met dit hotel in mei van dit jaar zijn opnieuw waargemaakt. Een gastvrij, functioneel en vriendelijk hotel met alle voorzieningen die wij ons wensen voor een prettig verblijf.;4;2015
11566;Hotel Posthuys Vlieland;Postweg 4, 8899 BZ, Vlieland Nederland;8899 BZ;NA; 14;Heerlijke plek voor een ontspannen weekend;We hadden een kamer beneden, heel netjes, schoon en nieuw. Twee makkelijke stoelen, een bureau en een stoeltje bij het bureau. TV. Goeie douche, beetje kleine wastafel. Badkamer groot genoeg. Wifi aanwezig.;5;2015
10990;Stayokay Terschelling;'t Land 2, 8881 GA West-Terschelling, Terschelling Nederland;8881 GA;West-Terschelling, Terschelling; 35;Warm ontvangen in hostel met geweldig uitzicht!;We zijn een nachtje in dit hostel geweest en we hebben er heerlijk geslapen. Prima kamer, prima prijs, fantastisch uitzicht en een goed verzorgd ontbijt. We komen zeker nog een keertje terug en ik kan mensen die op zoek zijn naar een praktisch gelegen locatie dit hostel zeker.;5;2016
 2765;Landgoed Lauswolt;Van Harinxmaweg 10, 9244 CJ Beetsterzwaag Nederland;9244 CJ;Beetsterzwaag;NA;Kampioen goedmaker;Na een negatieve ervaring bij Lauswolt in juni reageerde de general manager meteen op de kritische mail die ik hem stuurde, bood zijn verontschuldigingen aan voor de zaken die verkeerd waren gegaan en stelde voor dat wij (3 personen) het complete weekendarrangement gratis over.;4;2016
 7033;Bed and Breakfast - Hotel - Oosterpark Harlingen NL;Jacob Catsstraat 16, 8862 BS Harlingen Nederland;8862 BS;Harlingen;  5;Gastvrij;Onze kamer was netjes, schoon en gezellig. Niet groot, maar toch voldoende ruimte. Er was gelegenheid om koffie en thee te maken en we hadden een schone badkamer voor onszelf. De buurt was rustig met veel tuinen, met vogelgezang. Genoeg ruimte om te parkeren. De gastheer was erg.;4;2016
10392;WestCord ApartHotel Boschrijck;Sportlaan 5, 8881 EP, Terschelling Nederland;8881 EP;NA;NA;Om nog eens terug te komen;Mooie ligging aan de rand van de bossen, tevens op loopafstand van het dorp West Terschelling. Mooie ruime appartementen (wij waren met twee personen en een hond) en kregen een appartement met twee slaapkamers toegewezen voor de prijs van een medium kamer.  Ontbijt was.;4;2012
 7907;Claes Compaen;Heereweg 36, 8891 HT, Terschelling Nederland;8891 HT;NA; 10;Aardige locatie, charmante eigenaren;Vorig jaar september hebben wij vijf dagen doorgebracht bij Claes-Compaen. Klaas en Harmie waren onze erg vriendelijke en behulpzame gastheer en -vrouw. De kamer was fijn, schoon en heeft een klein terras. Het ontbijtbuffet was goed (iedere dag andere specialiteiten). Je kon het.;4;2012
 2340;Vlierijck;Willem De Vlaminghweg 2, 8899 AV, Vlieland Nederland;8899 AV;NA; 39;Erg prettig;Ruime, comfortabele appartementen. Prettig ingericht. Complete keuken. Goede bedden. Prima service. Rustige omgeving.  Op korte loopafstand van de veerhaven, maar geen overlast van aankomende of vertrekkende toeristen. Ligging net buiten het uitgaansgebied, waardoor je wel de.;5;2014
  112;Hotel Duhoux;Greate Buorren 4-8, 9088 AE Wirdum Nederland;9088 AE;Wirdum; 18;Uitstekende budget optie;Voor de gevraage prijs is het een uitstekende kamer. Kamer ruim genoeg, heerlijk bed en een eigen badkamer. Een waterkoker met koffie, thee, melk en suiker is aanwezig net als shampoo, zeep en douchegel. Geen uitzicht vanuit de kamer, maar daar is de prijs ook niet naar. Gratis.;4;2016
 2632;Hotel DoniaState;Badweg 2, 8899 BV, Vlieland Nederland;8899 BV;NA;345;Prina hotel in een rustige omgeving;Het hotel is prima gelegen in een rustige omgeving. De kamers zijn groot genoeg en de bedden zijn goed. Balkon kijkt uit op tuin. Het ontbijt was ook goed. Een nadeel vond ik dat de kamers ietwat gehorig zijn.;3;2015
 4178;WestCord Hotel Noordsee;Strandweg 42, 9163 GN, Ameland Nederland;9163 GN;NA;NA;Prima hotel vlakbij Nes en het strand;Twee nachten in dit hotel gezeten met mijn rugbyteam tijdens Ameland Beach Rugby. Het hele team was enthousiast over het hotel en de appartementen waarin we verbleven.   De appartementen zijn comfortabel met heerlijke bedden en een keukentje (inclusief koelkast, kookplaat en.;5;2018
 1506;Van der Valk Hotel Sneek;Burgemeester Rasterhofflaan 1, 8606 KZ Sneek Nederland;8606 KZ;Sneek;112;WoW wat heeft Sneek een gaaf hotel vd Valk!!!;Nachtje slapen in mijn eigen stad waarom omdat het kan en we hadden een feestje op het dak vh hotel. Heerlijk geslapen op super fijne bedden in een ruime kamer met uitzicht over het water. Diner en Ontbijt was zeer uitgebreid en lekker. Helemaal top;5;2016
 2415;Hotel Restaurant It Posthus;DS RH Kuiperstraat 1, 9111 HA Birdaard Nederland;9111 HA;NA;  8;Gastvrije uitbaters;Wij zijn juist terug van Friesland (Birdaard) lang weekend van Pinksteren. Mooie ligging van het hotel en een gezellig terras. Propere kamers , wij sliepen met uitzicht op de EE echt gezellig. Ontbijt verzorgd en genoeg . Avondeten lekker en mooi geserveerd. Dit is een aanrader.;4;2015
10448;WestCord ApartHotel Boschrijck;Sportlaan 5, 8881 EP, Terschelling Nederland;8881 EP;NA;NA;Heerlijk verblijf!;We hebben genoten in Boschrijck. Het appartement is ruim en gezellig ingericht. De bedden zijn prima en je kan altijd extra handdoeken vragen. We hebben heerlijk ontbeten. En iedereen is vriendelijk! In hotel Schylge hebben we gebowld.;5;2019
 3751;Post-Plaza Hotel & Grand Café;Tweebaksmarkt 27, 8911 KW Leeuwarden Nederland;8911 KW;Leeuwarden; 82;luxe hotel midden in Leeuwarden;heerlijk centraal en toch rustig gelegen hotel. vriendelijk personeel en ruime kamers met zeer complete royale badkamer. jammer dat bij de prijs van 129,50 euro ontbijt niet inbegrepen. kun je wel bijboeken...maar eigenlijk vind ik 15 euro pp wel erg aan de hoge kant...maar dat.;4;2012
 7761;Bed & Breakfast De Hedera;Goudenregenstraat 1c, 8922 CN Leeuwarden Nederland;8922 CN;Leeuwarden;NA;Uitstekend verblijf, beste questhouse in de stad!;Bezoek ons gezin moesten we naar het noorden. We hoorden veel goede aanbevelingen over deze questhouse dus we voor vier nachten geboekt. We hebben er echt van genoten. Onze kamer was erg mooi ingericht en in deze questhouse haves een zeer goede sfeer. Misschien ook omdat de.;5;2013
 9369;Oranje Hotel Leeuwarden;Stationsweg 4, 8911 AG Leeuwarden Nederland;8911 AG;Leeuwarden; 78;1 daagse overnachting;Bij aankomst rond 10.30 uur was de kamer direct beschikbaar. De ontvangst was vriendelijk inclusief uitleg. Bij het paseren van de receptie werd regelmatig gegroet. Ontbijt was eenvoudig en voedzaam. Ook hier had de bediening oog voor de gasten. De kamer was ook overdag aan de.;4;2016
 3758;Post-Plaza Hotel & Grand Café;Tweebaksmarkt 27, 8911 KW Leeuwarden Nederland;8911 KW;Leeuwarden; 82;Erfgoed gebouw, prima hotel en vriendelijk personeel;We hebben genoten van ons weekend in de Post Plaza hotel en alles wat we kunnen zeggen is dat we blij waren door de klantenservice. Het personeel bij de receptie waren erg leuk op alle momenten en dus was het personeel van het Grand Cafe (bar - restaurant dat bij het hotel.;5;2016
10501;WestCord ApartHotel Boschrijck;Sportlaan 5, 8881 EP, Terschelling Nederland;8881 EP;NA;NA;Prettige appartementen;Wij zijn hier met familie geweest. Ideaal omdat het appartementen zijn. Dichtbij de horeca, wel een stukje van het strand af. Met kinderen is deze locatie fantastisch! Het gebouw is wel wat gedateerd maar de appartementen niet. Ontbijt is goed!;4;2016
11821;Van der Valk Hotel Drachten;Lavendelheide 4, 9202 PD Drachten Nederland;9202 PD;Drachten; 90;Zag er prima uit;Prima overnachting gehad met een echt v.d. Valk ontbijt. Kamer zien er prima uit zo ook de ruimte waar de bar is, gezellig ingericht.  s' morgens voorvertrek nog even gesport en daarna weer fit vertrokken.;4;2015
 3787;Van der Valk Hotel Wolvega-Heerenveen;Atalanta 10, 8472 CA, Wolvega Nederland;8472 CA;NA;105;een ontspannen dagje uit;Het hotel ligt er mooi bij. wel in de buurt van de snelweg, maar daar is binnen het hotel niets van te merken. Het is zeer ruim opgezet met een grote gratis parkeerplaats ervoor. Het oogt bij het binnenkomen gezellig, zeer ruim en bovengemiddeld. Rechts en in het midden.;4;2016
12064;Van der Valk Hotel Drachten;Lavendelheide 4, 9202 PD Drachten Nederland;9202 PD;Drachten; 90;Uitstekend;Werkelijk een prachtig hotel met een goed restaurant met een heerlijke gerechten en fijn personeel. Echt een aanrader. Wij komen hier zeker terug. Kamer was ook prima. Schoon en van alle gemakken voorzien. Fijne bedden.;5;2018
  988;Fletcher Hotel Paleis Stadhouderlijk Hof;Hofplein 29, 8911 HJ Leeuwarden Nederland;8911 HJ;Leeuwarden;NA;Een sfeervol en zeer centraal gelegen accomodatie!;Zelfs met een kortingsbon kregen we een prachtige kamer. Het hotel is zeer sfeervol met vriendelijk en hulpvaardig personeel. Als extra werden we nog verrast met een uitgebreide en feestelijke opening van Leeuwarden als culturele hoofdstad 2018, pal voor de deur.;5;2017
 8463;De Doelen;Breedeplaats 6, 8801 LZ Franeker Nederland;8801 LZ;Franeker;  7;Oud sfeervol hotel met behulpzaam en vriendelijk personeel !;Omdat wij naar het planetarium wilden, hebben wij twee nachten in dit hotel overnacht. Wij kregen een ruime kamer recht tegenover de kerk. Bedden waren goed, alles was schoon, maar de deuren mogen wel een lik verf. Omdat het een monumentaal pand is, zijn de ramen van enkel glas..;4;2019
12336;Van der Valk Hotel Drachten;Lavendelheide 4, 9202 PD Drachten Nederland;9202 PD;Drachten; 90;Fijn hotel;Mooi hotel, prima kamer, schoon en ruim genoeg. Feeling at home gevoel! Brasserie sfeervol en goed. Personeel professioneel en gastvrij! Ontbijt zoals we gewend zijn bij vd Valk, top! Zeker een aanrader!;5;2016
 5143;Hotel Dolores;Yme Dunenweg 1, 9161 BZ Hollum, Ameland Nederland;9161 BZ;Hollum, Ameland; 21;Uitstekend hotel met prima mexicaans restaurant;Dit hotel is voor een tripje naar Ameland een echte aanrader. Royale kamer met zithoek en ontbijtsetje waaraan, de elke ochtend gebrachte ontbijtmand, kan worden genoten. Melitta koffiezetautomaat, dus steeds verse koffie beschikbaar. Schone badkamer met regendouche en.;5;2015
 6669;Hofker hotel;Joh Hofkerweg 1, 2042 AV Nes, Ameland Nederland;2042 AV;Nes, Ameland;314;Uitstekend voor uw vakantie Ameland;Dit door een familie gerunde hotel is ideaal voor uw reis naar Ameland. Hoewel klap knal in het midden van Nes het is ongelooflijk rustig gelegen in zijn eigen tuinen met mooi uitzicht op Holwerd vanuit het raam van de gegeven kamer. Ontbijt was overvloedig en vers en maakte je.;5;2019
 3424;Post-Plaza Hotel & Grand Café;Tweebaksmarkt 27, 8911 KW Leeuwarden Nederland;8911 KW;Leeuwarden; 82;Wat een verrassing!;Mijn vrouw en ik waren op bezoek Leeuwarden [die echt een prachtig klein stadje is] deze zomer. Ik was er om wat werken ... en dan gepland we tour Europa. We verbleven in 10 hotels in vier verschillende landen. Het Grand Hotel Post Plaza was de eerste en - en - het beste!.;4;2015
10975;Stayokay Terschelling;'t Land 2, 8881 GA West-Terschelling, Terschelling Nederland;8881 GA;West-Terschelling, Terschelling; 35;Fijne gastvrije hostel op centrale plek;Personeel is vriendelijk en welwillend. Er zijn ook zaaltjes voor training. Jammer dat er onvoldoende gebruik wordt gemaakt van het schitterende uitzicht in deze zaaltjes. Het eten is simpele kost, naar lekker en voldoende keuze. De bar is een fijne plek met een lokaal drankje.;4;2016
 2726;Landgoed Lauswolt;Van Harinxmaweg 10, 9244 CJ Beetsterzwaag Nederland;9244 CJ;Beetsterzwaag;NA;Geweldig verblijf in Lauswolt;Ik was op herhaling in Lauswolt en het was weer een geweldige ervaring. De ontvangst was allervriendelijkst. ' s Avonds heerlijk gegeten (wie had gedacht dat doperwtjes en avocado in een nagerecht zo heerlijk zou kunnen zijn!) en lekker lang op het terras gezeten. En ik had  me.;5;2018
 1938;Hotel Zeezicht Vlieland;Havenweg 1, 8899 BB, Vlieland Nederland;8899 BB;NA; 41;Mooi hotel op geweldige locatie;Dit hotel zit op een geweldige locatie (direct aan de haven waar de veerboot aankomt). Vanaf het terras heb je een prachtig uitzicht en kun je heerlijk genieten (ook als het wat frisser is) van een drankje of iets te eten. Wij zelf hebben hier 1 nacht doorgebracht in een wat.;4;2018
 1658;Hotel Harlingen;Voorstraat 18, 8861 BK Harlingen Nederland;8861 BK;Harlingen;  6;Prima stadshotel voor een of twee nachten voor een redelijke prijs;Voor verblijf op Vlieland of Terschelling kun je t beste de boot van 9 uur nemen. Om dit te halen kun je het beste van tevoren overnachten in Harlingen. Auto dan al op lang parkeren zetten. Hotel Harlingen is een aanrader, goed hotel in winkelstraat op 5 min. Lopen van de.;4;2016
 6872;Haje Hotel Restaurant Joure;Klokmakkerij 1, 8501 ZS Joure Nederland;8501 ZS;Joure; 47;Prima hotel, maar te weinig personeel....;De ontvangst was bedroevend slecht. Rond half 6 was er niemand bij de receptie: het barpersoneel moest helpen. Maar dat had geen tijd. Kortom: wachten en wachten.....  Maar de kamer (118 op de eerste verdieping) was prima. Sfeervolle inrichting, lekker bed, voldoende.;4;2014
11468;Van der Valk Hotel Hardegarijp;Rijksstraatweg 36, 9254 Hardegarijp Nederland;NA;NA; 31;Perfect Hotel!!;Mooi hotel, ruime kamers en vriendelijk personeel. Echt een aanrader als je in Leeuwarden moet slapen;5;2010
 1705;Stadsherberg Sneek;Lemmerweg 8, 8607 BZ Sneek Nederland;8607 BZ;Sneek;  9;Schoon, mooi en heerlijk.;Ik vond dit pand online en geboekt voor een familiereünie hadden we langs de weg. Ikzelf en alle 12 andere familieleden waren meer dan tevreden. Ze waren behulpzaam. Goed was geweldig. De kamers waren zo mooi en schoon. Bedden waren zeer comfortabel. Het uitzicht op de gracht.;5;2016
 1734;Hotel Restaurant Goerres;Kanadeeskestrjitte 45, 8491 BC Akkrum Nederland;8491 BC;Akkrum;262;Mooie locatie met een warm welkom;Hotel Goerres is een klein familiehotel in Akkrum. De stad zelf is aangenaam, maar gewone, echter, het hotel ligt aan de rivier waar u kunt, op warme avonden, genieten van een drankje of een diner in een tafel bij het water. Toen we aankwamen vonden de eigenaar ons veilig.;4;2015
 5286;Stenden Hotel;Rengerslaan 8, 8917 DD Leeuwarden Nederland;8917 DD;Leeuwarden; 28;Goed verzorgd hotel;Goede service en vriendelijk personeel. prettige kamers en een goede uitvalsbasis voor een bezoek aan Leeuwarden. Goed  verzorgd ontbijt met vriendelijk personeel. Goed ontvangst en uitleg over de stad.;4;2019
 6754;Hotel Restaurant Boschlust;De Brink 3, 8567 JD Oudemirdum Nederland;8567 JD;Oudemirdum; 17;Knus familiehotel;Met een veiling een nachtje gelogeerd. Heerlijke bedden! Wat oudere kamers/badkamers maar alles functioneert en is schoon dus geen enkel probleem.  Het eten 's avonds was gewoon goed, heerlijke patatjes. De aardappels waren wat minder, zo ook de pepersaus. Het ontbijt.. tja dat.;3;2013
10540;WestCord ApartHotel Boschrijck;Sportlaan 5, 8881 EP, Terschelling Nederland;8881 EP;NA;NA;Heerlijke omgeving, je loopt zo de natuur in!;Super klantvriendelijk, mooie appartementen, heerlijke bedden, hond super welkom (niet in alle appartementen), vijf minuten fietsen van het gezellige centrum. Voor de hond een riant ligkussen en voerbakken, om de dag schone handdoeken, keukenspullen aanwezig (voor drie dagen.;5;2016
 2396;RCN Vakantiepark de Potten;De Potten 2, 8626 GG Offingawier Nederland;8626 GG;Offingawier;102;bungalow de Ynling nr 29;dit is de 2de keer voor ons in de Ynling. Helaas zagen wij etensresten op de borden en bestek. Belers vies vet. Kast slaapkamer beneden stonk vreselijk naar urine. Vlekken op de banken. Behang boven grote slaapkamer afgescheurd en stuk. Afdrukken op het glas, douche en bad met.;4;2019
 7484;B&B en Groepsaccommodatie Het Vijfde Seizoen;Middenweg 108, 8538 RA Bantega Nederland;8538 RA;Bantega;  5;Mooi en rustige plek om te verblijven;We hebben hier voor één nacht verbleven. En we vonden het geweldig. De kamer is groot en goed ingericht. De badkamer is ruim. En nog belangrijker de bedden waren goed en we hebben dus goed geslapen. Het ontbijt was luxueus en gebaseerd op home verbouwde groente. In combinatie.;5;2012
 4691;Westcord Strandhotel Seeduyn;Badweg 3, 8899 BV, Vlieland Nederland;8899 BV;NA;NA;prettig hotel direct aan zee!;Een heerlijk verblijf gehad voor een lang weekend op Vlieland. We kregen een upgrade naar zee-zijde, wat een mooi uitzicht! Mooie, ruime kamer. Fijne bedden. UItgebreid ontbijt buffet met heerlijke koffie, veel vers fruit. Zeer vriendelijk personeel, zowel bij de receptie, als.;5;2013
